|Company|Product|TypeName|Inches|Ram|OS|Weight|Price_euros|Screen|ScreenW|ScreenH|Touchscreen|IPSpanel|RetinaDisplay|CPU_company|CPU_freq|CPU_model|PrimaryStorage|SecondaryStorage|PrimaryStorageType|SecondaryStorageType|GPU_company|GPU_model
301|Asus|Rog GL702VS-GC095T|Gaming|17.3|16|Windows 10|2.9|2122.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
302|Lenovo|IdeaPad 320-17IKB|Notebook|17.3|6|Windows 10|2.8|649.0|Standard|1600|900|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Nvidia|GeForce GTX 940M
303|Lenovo|IdeaPad 320-15IKBN|Notebook|15.6|8|No OS|2.2|549.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|2048|0|HDD|No|Nvidia|GeForce 940MX
304|Asus|GL553VE-FY082T (i7-7700HQ/8GB/1TB|Gaming|15.6|8|Windows 10|2.5|1265.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
305|Lenovo|IdeaPad 320-15IAP|Notebook|15.6|4|No OS|2.2|359.99|Standard|1366|768|No|No|No|Intel|1.1|Pentium Quad Core N4200|1024|0|HDD|No|Intel|HD Graphics 505
306|HP|EliteBook x360|2 in 1 Convertible|13.3|16|Windows 10|1.28|1975.0|Full HD|1920|1080|Yes|No|No|Intel|2.8|Core i7 7600U|256|0|SSD|No|Intel|HD Graphics 620
307|Toshiba|Satellite Pro|Notebook|15.6|8|Windows 10|2.2|1043.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Nvidia|GeForce 930M
308|Lenovo|IdeaPad 320-15IKB|Notebook|15.6|8|Windows 10|2.3|819.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|128|1024|SSD|HDD|Nvidia|GeForce 940MX
309|HP|250 G6|Notebook|15.6|4|Windows 10|1.86|469.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|Intel|HD Graphics 520
310|Lenovo|IdeaPad 720S-13IKB|Notebook|13.3|8|Windows 10|1.1|999.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
311|Dell|XPS 13|Ultrabook|13.3|16|Windows 10|1.21|2499.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.8|Core i7 8550U|1024|0|SSD|No|Intel|UHD Graphics 620
312|MSI|GE63VR 7RF|Gaming|15.6|16|Windows 10|2.8|2099.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
313|Acer|ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10)|Notebook|15.6|8|Windows 10|2.23|469.0|Full HD|1920|1080|No|No|No|AMD|2.2|A8-Series 7410|256|0|SSD|No|AMD|Radeon R5
314|Asus|VivoBook Flip|2 in 1 Convertible|11.6|2|Windows 10|1.1|275.0|Standard|1366|768|Yes|No|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
315|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.33|844.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|128|1024|SSD|HDD|AMD|Radeon 530
316|HP|Spectre x360|2 in 1 Convertible|13.3|16|Windows 10|1.29|2449.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.8|Core i7 8550U|1024|0|SSD|No|Intel|UHD Graphics 620
317|Lenovo|ThinkPad 13|Notebook|13.3|4|Chrome OS|1.45|459.9|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core 3855U|16|0|Flash Storage|No|Intel|HD Graphics 510
318|HP|ProBook 640|Notebook|14.0|8|Windows 10|1.95|980.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
319|Acer|TravelMate B|Notebook|11.6|4|Windows 10|1.4|485.0|Standard|1366|768|No|No|No|Intel|1.6|Pentium Quad Core N3710|128|0|Flash Storage|No|Intel|HD Graphics 405
320|HP|Elitebook 840|Notebook|14.0|8|Windows 10|1.48|1292.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
321|Lenovo|IdeaPad 320-17IKB|Notebook|17.3|4|Windows 10|2.79|589.0|Standard|1600|900|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Nvidia|GeForce 920MX
322|Asus|ZenBook UX410UA-GV183T|Notebook|14.0|8|Windows 10|2.0|1094.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
323|HP|ProBook 450|Notebook|15.6|8|Windows 10|2.1|902.0|Full HD|1366|768|No|Yes|No|Intel|1.8|Core i7 8550U|1024|0|HDD|No|Intel|UHD Graphics 620
324|Acer|Aspire 5|Notebook|15.6|8|Windows 10|2.2|659.0|Standard|1366|768|No|No|No|AMD|2.7|A12-Series 9720P|256|0|SSD|No|AMD|Radeon RX 540
325|Lenovo|IdeaPad 120S-14IAP|Notebook|14.0|4|Windows 10|1.44|292.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
326|Acer|Aspire E5-575|Notebook|15.6|6|Windows 10|2.23|549.0|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
327|Asus|VivoBook S15|Ultrabook|15.6|8|Windows 10|1.7|1049.9|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Nvidia|GeForce 940MX
328|HP|Elitebook 820|Ultrabook|12.5|8|Windows 10|1.26|1335.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
329|Dell|XPS 15|Notebook|15.6|32|Windows 10|2.06|2639.0|4K Ultra HD|3840|2160|Yes|No|No|Intel|2.8|Core i7 7700HQ|1024|0|SSD|No|Nvidia|GeForce GTX 1050
330|MSI|GL72M 7REX|Gaming|17.3|8|Windows 10|2.7|1199.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
331|Toshiba|Satellite Pro|Notebook|15.6|8|Windows 10|2.0|943.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
332|Asus|UX510UX-CN269T (i7-7500U/8GB/256GB|Notebook|14.0|8|Windows 10|2.0|1334.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|1024|SSD|HDD|Intel|HD Graphics 620
333|Lenovo|V310-15ISK (i3-6006U/4GB/1TB/FHD/W10)|Notebook|15.6|4|Windows 10|1.85|449.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|Intel|HD Graphics 520
334|Asus|FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce|Gaming|15.6|8|Windows 10|2.5|999.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050
335|HP|EliteBook 840|Notebook|14.0|8|Windows 10|1.48|1268.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i5 7300U|256|0|SSD|No|Intel|HD Graphics 620
336|Dell|Inspiron 7570|Ultrabook|15.6|8|Windows 10|1.9|1049.0|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|128|1024|SSD|HDD|Nvidia|GeForce 940MX
337|HP|Elitebook 850|Notebook|15.6|8|Windows 10|1.84|1144.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
338|Asus|X541NA (N3350/4GB/1TB/Linux)|Notebook|15.6|4|Linux|2.0|274.99|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|1024|0|HDD|No|Intel|HD Graphics 500
339|Dell|Inspiron 7570|Notebook|15.6|8|Windows 10|2.0|1142.75|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|256|0|SSD|No|Nvidia|GeForce 940MX
340|Dell|Inspiron 3552|Notebook|15.6|4|Linux|2.2|274.9|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|500|0|HDD|No|Intel|HD Graphics
341|Lenovo|IdeaPad 320-15ABR|Notebook|15.6|12|Windows 10|2.2|899.0|Full HD|1920|1080|No|No|No|AMD|3.6|A12-Series 9720P|2048|0|HDD|No|AMD|Radeon 530
342|HP|ProBook 450|Notebook|15.6|8|Windows 10|2.1|716.0|Full HD|1920|1080|No|Yes|No|Intel|2.4|Core i3 7100U|1024|0|HDD|No|Nvidia|GeForce 930MX 
343|Lenovo|Yoga 920-13IKB|2 in 1 Convertible|13.9|16|Windows 10|1.4|2099.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|1.8|Core i7 8550U|512|0|SSD|No|Intel|UHD Graphics 620
344|Dell|XPS 13|Ultrabook|13.3|8|Windows 10|1.2|1579.0|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
345|Lenovo|Legion Y520-15IKBN|Gaming|15.6|16|Windows 10|2.4|1129.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|256|2048|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
346|HP|Stream 14-AX001nv|Notebook|14.0|2|Windows 10|1.44|279.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|32|0|Flash Storage|No|Intel|HD Graphics 400
347|Dell|Latitude 5590|Ultrabook|15.6|16|Windows 10|1.88|1607.96|Full HD|1920|1080|No|No|No|Intel|1.9|Core i7 8650U|512|256|SSD|SSD|Intel|UHD Graphics 620
348|Asus|VivoBook Flip|2 in 1 Convertible|11.6|4|Windows 10|1.5|375.0|Standard|1366|768|Yes|No|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
349|Dell|Inspiron 5570|Ultrabook|15.6|8|Windows 10|1.9|663.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|AMD|Radeon 530
350|Dell|XPS 15|Notebook|15.6|16|Windows 10|2.06|2027.42|4K Ultra HD|3840|2160|Yes|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1050
351|HP|Elitebook 850|Notebook|15.6|8|Windows 10|1.84|1304.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
352|MSI|GP72MVR 7RFX|Gaming|17.3|8|Windows 10|2.7|1409.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1060
353|HP|Zbook 15|Workstation|15.6|8|Windows 10|2.6|1738.27|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|Quadro M1200
354|Toshiba|Tecra A50-C-21G|Notebook|15.6|16|Windows 10|2.4|1403.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i7 6500U|512|0|SSD|No|Nvidia|GeForce 930M
355|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.02|970.9|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|128|2048|SSD|HDD|AMD|Radeon 530
356|Lenovo|IdeaPad 320-15IAP|Notebook|15.6|4|No OS|2.2|321.99|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|1024|0|HDD|No|Intel|HD Graphics 500
357|Dell|Inspiron 7577|Gaming|15.6|8|Windows 10|2.65|999.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7300HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1050
358|Dell|Inspiron 3567|Notebook|15.6|8|Windows 10|2.36|557.37|Standard|1366|768|Yes|No|No|Intel|2.5|Core i5 7200U|2048|0|HDD|No|Intel|HD Graphics 620
359|Dell|Latitude 7480|Notebook|14.0|8|Windows 10|1.36|1427.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i5 7300U|256|0|SSD|No|Intel|HD Graphics 620
360|HP|250 G6|Notebook|15.6|4|Windows 10|1.86|439.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
361|Asus|Zenbook UX410UA-GV027T|Notebook|14.0|8|Windows 10|2.0|945.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
362|Lenovo|IdeaPad 320-17IKB|Notebook|17.3|6|Windows 10|2.8|719.0|Standard|1600|900|No|No|No|Intel|2.5|Core i5 7200U|128|1024|SSD|HDD|Nvidia|GeForce GTX 940MX
363|HP|250 G6|Notebook|15.6|8|Windows 10|1.86|639.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
364|Lenovo|IdeaPad 320-15ISK|Notebook|15.6|8|No OS|2.2|499.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|256|0|SSD|No|Nvidia|GeForce 920MX 
365|HP|15-AY023na (N3710/8GB/2TB/W10)|Notebook|15.6|8|Windows 10|2.04|389.0|Standard|1366|768|No|No|No|Intel|1.6|Pentium Quad Core N3710|2048|0|HDD|No|Intel|HD Graphics 405
366|Dell|Inspiron 5770|Notebook|17.3|8|Windows 10|2.8|1085.0|Full HD|1920|1080|No|No|No|Intel|1.6|Core i5 8250U|128|1024|SSD|HDD|AMD|Radeon 530
367|Lenovo|Legion Y520-15IKBN|Gaming|15.6|8|No OS|2.4|809.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7300HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
368|Dell|Inspiron 5567|Notebook|15.6|8|Windows 10|2.33|899.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|AMD|Radeon R7 M445
369|HP|Elitebook 1040|Ultrabook|14.0|8|Windows 10|1.36|1750.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
370|Asus|ZenBook Flip|2 in 1 Convertible|15.6|12|Windows 10|2.26|1099.0|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|512|2048|SSD|HDD|Nvidia|GeForce GT 940MX
371|Acer|Aspire 3|Notebook|15.6|4|Windows 10|2.1|426.0|Standard|1366|768|No|No|No|AMD|3.0|A9-Series 9420|128|0|SSD|No|AMD|Radeon R5
372|Asus|Rog Strix|Gaming|17.3|16|Windows 10|3.25|2199.0|Full HD|1920|1080|No|Yes|No|AMD|3.0|Ryzen 1700|256|1024|SSD|HDD|AMD|Radeon RX 580
373|Lenovo|IdeaPad 110-17ACL|Notebook|17.3|4|Windows 10|2.6|489.0|Standard|1600|900|No|No|No|AMD|2.2|A8-Series 7410|128|0|SSD|No|AMD|Radeon R5
374|Dell|Inspiron 5379|2 in 1 Convertible|13.3|8|Windows 10|1.62|869.01|Full HD|1920|1080|Yes|No|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|Intel|UHD Graphics 620
375|HP|15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)|Notebook|15.6|4|Windows 10|1.91|488.99|Full HD|1920|1080|No|No|No|AMD|3.0|A9-Series 9420|256|0|SSD|No|AMD|Radeon R5
376|Lenovo|Yoga 11e|Netbook|11.6|4|Windows 10|1.59|553.0|Standard|1366|768|No|Yes|No|Intel|1.1|Celeron Quad Core N3450|128|0|SSD|No|Intel|HD Graphics 500
377|Dell|Inspiron 3552|Notebook|15.6|4|Windows 10|1.8|309.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|500|0|HDD|No|Intel|HD Graphics 400
378|Asus|VivoBook E403NA|Notebook|14.0|4|Windows 10|1.5|286.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
379|Acer|Aspire 7|Notebook|15.6|8|Linux|2.4|846.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1050
380|HP|Omen 17-w212nv|Gaming|17.3|8|Windows 10|3.35|1191.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050
381|Lenovo|V310-15ISK (i3-6006U/4GB/128GB/FHD/No|Notebook|15.6|4|No OS|1.85|403.5|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
382|Asus|ROG Strix|Gaming|15.6|8|Windows 10|2.3|1655.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1060
383|Lenovo|IdeaPad 720S-14IKB|Notebook|14.0|8|Windows 10|1.5|1099.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Nvidia|GeForce 940MX
384|Asus|Zenbook Flip|Ultrabook|13.3|16|Windows 10|1.1|1748.9|Full HD|1920|1080|Yes|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
385|Lenovo|Thinkpad X1|Ultrabook|14.0|8|Windows 10|1.13|2282.0|Standard|2560|1440|No|Yes|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
386|Lenovo|Ideapad 510S-13IKB|Notebook|13.3|4|Windows 10|1.5|549.0|Full HD|1920|1080|No|Yes|No|Intel|2.4|Core i3 7100U|128|0|SSD|No|Intel|HD Graphics 620
387|Dell|Precision 3510|Workstation|15.6|8|Windows 10|2.23|1369.0|Full HD|1920|1080|No|No|No|Intel|2.6|Core i5 6440HQ|500|0|HDD|No|AMD|FirePro W5130M
388|Dell|Precision 5520|Workstation|15.6|8|Windows 10|2.0|2135.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 6820HQ|256|0|SSD|No|Nvidia|Quadro M1200
389|Lenovo|ThinkPad X1|2 in 1 Convertible|14.0|16|Windows 10|1.42|2509.0|Standard|2560|1440|Yes|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
390|Asus|Rog GL753VD-GC042T|Gaming|17.3|8|Windows 10|3.0|1039.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|1024|0|HDD|No|Nvidia|GeForce GTX 1050
391|Asus|Rog GL753VE-GC070T|Gaming|17.3|16|Windows 10|3.0|1591.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
392|Acer|Aspire 5|Notebook|15.6|12|Windows 10|2.2|693.99|Standard|1366|768|No|Yes|No|Intel|1.6|Core i5 8250U|1024|0|HDD|No|Nvidia|GeForce MX130
393|MSI|Leopard GP72M|Gaming|17.3|8|Windows 10|2.7|1349.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050 Ti
394|Dell|Inspiron 5567|Notebook|15.6|8|Linux|2.33|778.87|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|AMD|Radeon R7 M445
395|HP|15-BW004nv (A9-9420/4GB/256GB/Radeon|Ultrabook|15.6|4|Windows 10|1.91|499.0|Full HD|1920|1080|No|No|No|AMD|3.0|A9-Series 9420|256|0|SSD|No|AMD|Radeon 520
396|Lenovo|ThinkPad E580|Notebook|15.6|8|Windows 10|2.1|1229.56|Full HD|1920|1080|No|Yes|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|AMD|Radeon RX 550
397|Lenovo|ThinkPad L470|Notebook|14.0|8|Windows 10|1.9|938.0|Full HD|1920|1080|No|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
398|Dell|Precision M5520|Workstation|15.6|8|Windows 10|1.78|2712.0|4K Ultra HD|3840|2160|Yes|No|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|Quadro M1200
399|Lenovo|Thinkpad X1|Ultrabook|14.0|16|Windows 10|1.13|2625.0|Standard|2560|1440|No|Yes|No|Intel|2.7|Core i7 7500U|1024|0|SSD|No|Intel|HD Graphics 620
400|Lenovo|IdeaPad 320-15IAP|Notebook|15.6|4|Windows 10|2.2|306.0|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|1024|0|HDD|No|Intel|HD Graphics 500
401|Asus|FX753VD-GC461T (i7-7700HQ/16GB/1TB|Gaming|17.3|16|Windows 10|2.9|1529.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1050
402|Lenovo|ThinkPad E580|Notebook|15.6|8|Windows 10|2.1|1144.5|Full HD|1920|1080|No|Yes|No|Intel|1.6|Core i5 8250U|256|1024|SSD|HDD|AMD|Radeon RX 550
403|Acer|Aspire 7|Notebook|15.6|8|Linux|2.5|879.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|0|SSD|No|Nvidia|GeForce GTX 1050
404|MSI|GE73VR 7RF|Gaming|17.3|16|Windows 10|2.8|2249.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
405|Asus|Zenbook 3|Ultrabook|14.0|8|Windows 10|1.1|1873.0|Full HD|1920|1080|No|No|No|Intel|2.7|Core i7 7500U|512|0|SSD|No|Intel|HD Graphics 620
406|Toshiba|Portege Z30-C-16P|Ultrabook|13.3|16|Windows 10|1.2|1747.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|512|0|SSD|No|Intel|HD Graphics 520
407|Dell|Latitude 7480|Ultrabook|14.0|8|Windows 10|1.36|1680.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7600U|512|0|SSD|No|Intel|HD Graphics
408|Lenovo|IdeaPad 320-15ISK|Notebook|15.6|4|Windows 10|2.2|409.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|500|0|HDD|No|Intel|HD Graphics 520
409|Lenovo|Lenovo IdeaPad|Notebook|11.6|2|Windows 10|1.15|304.45|Standard|1366|768|No|No|No|Intel|1.1|Celeron Dual Core N3350|32|0|Flash Storage|No|Intel|HD Graphics 500
410|Lenovo|ThinkPad P51|Workstation|15.6|8|Windows 10|2.67|1925.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|Quadro M1200
411|Lenovo|Thinkpad T470p|Ultrabook|14.0|8|Windows 10|1.7|1943.0|Full HD|2560|1440|No|Yes|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GT 940MX
412|HP|15-BS028nv (i3-6006U/4GB/1TB/Radeon|Notebook|15.6|4|Windows 10|2.1|469.0|Full HD|1920|1080|No|No|No|Intel|2.0|Core i3 6006U|1024|0|HDD|No|AMD|Radeon 520
413|Acer|Aspire R7|2 in 1 Convertible|13.3|8|Windows 10|1.6|789.01|Full HD|1920|1080|Yes|Yes|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
414|Asus|ZenBook Flip|2 in 1 Convertible|13.3|8|Windows 10|1.27|928.0|Full HD|1920|1080|Yes|Yes|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|Intel|HD Graphics 620
415|Dell|Inspiron 3567|Notebook|15.6|4|Linux|2.3|598.9|Full HD|1920|1080|No|No|No|Intel|2.5|Core i5 7200U|256|0|SSD|No|AMD|Radeon R5 M430
416|Dell|Latitude 3380|Notebook|13.3|4|Windows 10|1.65|689.0|Standard|1366|768|No|No|No|Intel|2.0|Core i3 6006U|128|0|SSD|No|Intel|HD Graphics 520
417|HP|EliteBook 1040|Ultrabook|14.0|8|Windows 10|1.43|1500.0|Full HD|1920|1080|No|No|No|Intel|2.5|Core i7 6500U|256|0|SSD|No|Intel|HD Graphics 520
418|Dell|Inspiron 3567|Notebook|15.6|8|Windows 10|2.14|539.95|Standard|1366|768|No|No|No|Intel|2.5|Core i5 7200U|1024|0|HDD|No|Intel|HD Graphics 620
419|Lenovo|ThinkPad E480|Ultrabook|14.0|8|Windows 10|1.75|1215.38|Full HD|1920|1080|No|Yes|No|Intel|1.8|Core i7 8550U|256|0|SSD|No|AMD|Radeon RX 550
420|Lenovo|Yoga 720-15IKB|2 in 1 Convertible|15.6|16|Windows 10|2.0|1899.0|4K Ultra HD|3840|2160|Yes|Yes|No|Intel|2.8|Core i7 7700HQ|512|0|SSD|No|Nvidia|GeForce GTX 1050
421|Chuwi|LapBook 12.3|Notebook|12.3|6|Windows 10|1.4|449.0|Standard|2736|1824|No|Yes|Yes|Intel|1.1|Celeron Quad Core N3450|64|0|Flash Storage|No|Intel|HD Graphics 500
422|HP|ProBook 650|Notebook|15.6|8|Windows 10|2.31|1427.0|Full HD|1920|1080|No|No|No|Intel|2.9|Core i7 7820HQ|256|0|SSD|No|Intel|HD Graphics 630
423|Asus|X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce|Notebook|15.6|8|Linux|2.3|597.0|Full HD|1920|1080|No|No|No|Intel|2.4|Core i3 7100U|1024|0|HDD|No|Nvidia|GeForce 940MX
424|Dell|Alienware 17|Gaming|17.3|16|Windows 10|4.42|2799.0|Standard|2560|1440|No|Yes|No|Intel|2.9|Core i7 7820HK|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
425|Dell|Inspiron 7577|Gaming|15.6|8|Windows 10|2.62|1159.0|Full HD|1920|1080|No|Yes|No|Intel|2.8|Core i7 7700HQ|128|1024|SSD|HDD|Nvidia|GeForce GTX 1050 Ti
426|Dell|Inspiron 5570|Notebook|15.6|8|Windows 10|2.02|1142.4|Full HD|1920|1080|No|No|No|Intel|1.8|Core i7 8550U|256|2048|SSD|HDD|AMD|Radeon 530
427|Dell|Latitude 5480|Ultrabook|14.0|8|Linux|1.6|1099.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7600U|256|0|SSD|No|Intel|HD Graphics 620
428|HP|Omen 17-w207nv|Gaming|17.3|12|Windows 10|3.35|1999.0|Full HD|1920|1080|No|No|No|Intel|2.8|Core i7 7700HQ|256|1024|SSD|HDD|Nvidia|GeForce GTX 1070
429|Mediacom|FlexBook Edge|2 in 1 Convertible|11.6|4|Windows 10|1.16|299.0|Full HD|1920|1080|Yes|Yes|No|Intel|1.1|Celeron Dual Core N3350|32|0|SSD|No|Intel|HD Graphics 500
430|Samsung|Chromebook 3|Netbook|11.6|4|Chrome OS|1.15|269.0|Standard|1366|768|No|No|No|Intel|1.6|Celeron Dual Core N3060|16|0|Flash Storage|No|Intel|HD Graphics 400
431|Lenovo|Thinkpad 13|Notebook|13.3|8|Windows 10|1.4|1010.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i7 7500U|256|0|SSD|No|Intel|HD Graphics 620
432|Lenovo|IdeaPad 320s-14IKB|Notebook|14.0|4|Windows 10|1.7|599.0|Full HD|1920|1080|No|Yes|No|Intel|2.7|Core i3 7130U|128|0|SSD|No|Intel|HD Graphics 620
